frequency_Hz,H_V_real,H_V_imag,H_V_magnitude,H_V_phase_rad,Zin_real_ohm,Zin_imag_ohm,Yin_real_S,Yin_imag_S
4.685000000000e+08,-5.389364471021e-03,1.223657042807e-02,1.337082290821e-02,-1.058070641066e+01,2.911092474842e+02,3.018934558736e+02,1.655118312554e-03,-1.716432547488e-03
4.690000000000e+08,-5.230186619915e-03,1.226948167896e-02,1.333772966998e-02,-1.059262328101e+01,2.928099377547e+02,3.031414048969e+02,1.648404151161e-03,-1.706566225356e-03
4.695000000000e+08,-5.070040964257e-03,1.230147993362e-02,1.330532690077e-02,-1.060463882285e+01,2.945303513839e+02,3.043849799314e+02,1.641767393113e-03,-1.696698940047e-03
4.700000000000e+08,-4.908842318101e-03,1.233244253625e-02,1.327350262041e-02,-1.061675612451e+01,2.962704356854e+02,3.056234000277e+02,1.635210493380e-03,-1.686832469773e-03
4.705000000000e+08,-4.746517039936e-03,1.236223754566e-02,1.324214261914e-02,-1.062897768879e+01,2.980300750827e+02,3.068558852926e+02,1.628735754754e-03,-1.676968848846e-03
4.710000000000e+08,-4.583003875260e-03,1.239072469903e-02,1.321113102985e-02,-1.064130541593e+01,2.998090902062e+02,3.080816624728e+02,1.622345305899e-03,-1.667110355468e-03
4.715000000000e+08,-4.418254721782e-03,1.241775645057e-02,1.318035090778e-02,-1.065374059007e+01,3.016072374666e+02,3.092999707406e+02,1.616041080307e-03,-1.657259497661e-03
4.720000000000e+08,-4.252235310723e-03,1.244317907884e-02,1.314968481469e-02,-1.066628386912e+01,3.034242091399e+02,3.105100676436e+02,1.609824796338e-03,-1.647418997391e-03
4.725000000000e+08,-4.084925798218e-03,1.246683385622e-02,1.311901540420e-02,-1.067893527783e+01,3.052596339908e+02,3.117112351769e+02,1.603697938461e-03,-1.637591772988e-03
4.730000000000e+08,-3.916321261258e-03,1.248855827339e-02,1.308822600543e-02,-1.069169420408e+01,3.071130784621e+02,3.129027859292e+02,1.597661739875e-03,-1.627780919922e-03
4.735000000000e+08,-3.746432093221e-03,1.250818731117e-02,1.305720120242e-02,-1.070455939802e+01,3.089840484518e+02,3.140840692525e+02,1.591717166623e-03,-1.617989690073e-03
4.740000000000e+08,-3.575284294580e-03,1.252555475173e-02,1.302582740657e-02,-1.071752897402e+01,3.108719916955e+02,3.152544774003e+02,1.585864903353e-03,-1.608221469574e-03
4.745000000000e+08,-3.402919655014e-03,1.254049452078e-02,1.299399342020e-02,-1.073060041518e+01,3.127763007681e+02,3.164134515739e+02,1.580105340828e-03,-1.598479755384e-03
4.750000000000e+08,-3.229395823814e-03,1.255284205187e-02,1.296159098899e-02,-1.074377058017e+01,3.146963167092e+02,3.175604878157e+02,1.574438565312e-03,-1.588768130701e-03
4.755000000000e+08,-3.054786266134e-03,1.256243566387e-02,1.292851534170e-02,-1.075703571237e+01,3.166313332754e+02,3.186951426853e+02,1.568864349935e-03,-1.579090239379e-03
4.760000000000e+08,-2.879180103350e-03,1.256911794220e-02,1.289466571542e-02,-1.077039145082e+01,3.185806018102e+02,3.198170386496e+02,1.563382148125e-03,-1.569449759495e-03
4.765000000000e+08,-2.702681836542e-03,1.257273711435e-02,1.285994586521e-02,-1.078383284318e+01,3.205433367205e+02,3.209258691213e+02,1.557991089189e-03,-1.559850376229e-03
4.770000000000e+08,-2.525410952838e-03,1.257314841006e-02,1.282426455678e-02,-1.079735436021e+01,3.225187215351e+02,3.220214030773e+02,1.552689976121e-03,-1.550295754227e-03
4.775000000000e+08,-2.347501415152e-03,1.257021539639e-02,1.278753604123e-02,-1.081094991181e+01,3.245059155186e+02,3.231034891881e+02,1.547477285683e-03,-1.540789509628e-03
4.780000000000e+08,-2.169101036612e-03,1.256381127787e-02,1.274968051102e-02,-1.082461286455e+01,3.265040608009e+02,3.241720593953e+02,1.542351170801e-03,-1.531335181935e-03
4.785000000000e+08,-1.990370741777e-03,1.255382015208e-02,1.271062453621e-02,-1.083833606036e+01,3.285122899773e+02,3.252271318722e+02,1.537309465320e-03,-1.521936205920e-03
4.790000000000e+08,-1.811483717544e-03,1.254013821096e-02,1.267030148059e-02,-1.085211183660e+01,3.305297341266e+02,3.262688133099e+02,1.532349691114e-03,-1.512595883746e-03
4.795000000000e+08,-1.632624457434e-03,1.252267487830e-02,1.262865189665e-02,-1.086593204725e+01,3.325555311847e+02,3.272973004738e+02,1.527469067556e-03,-1.503317357517e-03
4.800000000000e+08,-1.453987703753e-03,1.250135387423e-02,1.258562389917e-02,-1.087978808539e+01,3.345888346076e+02,3.283128809838e+02,1.522664523341e-03,-1.494103582434e-03
4.805000000000e+08,-1.275777292911e-03,1.247611419756e-02,1.254117351653e-02,-1.089367090683e+01,3.366288222470e+02,3.293159332750e+02,1.517932710614e-03,-1.484957300768e-03
4.810000000000e+08,-1.098204909970e-03,1.244691101751e-02,1.249526501928e-02,-1.090757105508e+01,3.386747053617e+02,3.303069257078e+02,1.513270021369e-03,-1.475881016831e-03
4.815000000000e+08,-9.214887592431e-04,1.241371646634e-02,1.244787122523e-02,-1.092147868765e+01,3.407257376776e+02,3.312864148005e+02,1.508672606041e-03,-1.466876973163e-03
4.820000000000e+08,-7.458521585105e-04,1.237652032525e-02,1.239897378027e-02,-1.093538360385e+01,3.427812244107e+02,3.322550425691e+02,1.504136394224e-03,-1.457947128090e-03
4.825000000000e+08,-5.715220651415e-04,1.233533059636e-02,1.234856341412e-02,-1.094927527425e+01,3.448405311608e+02,3.332135329689e+02,1.499657117407e-03,-1.449093134879e-03
4.830000000000e+08,-3.987275430755e-04,1.229017395394e-02,1.229664017005e-02,-1.096314287192e+01,3.469030925862e+02,3.341626874411e+02,1.495230333620e-03,-1.440316322639e-03
4.835000000000e+08,-2.276981802675e-04,1.224109606915e-02,1.224321360736e-02,-1.097697530565e+01,3.489684207668e+02,3.351033795775e+02,1.490851453861e-03,-1.431617679156e-03
4.840000000000e+08,-5.866246679341e-05,1.218816180292e-02,1.218830297536e-02,-1.099076125548e+01,3.510361131662e+02,3.360365489292e+02,1.486515770156e-03,-1.422997835825e-03
4.845000000000e+08,1.081538556437e-04,1.213145526263e-02,1.213193735747e-02,-1.100448921064e+01,3.531058601058e+02,3.369631939899e+02,1.482218485093e-03,-1.414457054828e-03
4.850000000000e+08,2.725294615866e-04,1.207107971891e-02,1.207415578364e-02,-1.101814751027e+01,3.551774516666e+02,3.378843643994e+02,1.477954742665e-03,-1.405995218708e-03
4.855000000000e+08,4.342491154186e-04,1.200715737997e-02,1.201500730926e-02,-1.103172438721e+01,3.572507839402e+02,3.388011524170e+02,1.473719660210e-03,-1.397611822462e-03
4.860000000000e+08,5.931053386928e-04,1.193982902172e-02,1.195455105852e-02,-1.104520801497e+01,3.593258645575e+02,3.397146837251e+02,1.469508361280e-03,-1.389305968271e-03
4.865000000000e+08,7.489000589124e-04,1.186925347285e-02,1.189285622973e-02,-1.105858655850e+01,3.614028174269e+02,3.406261076287e+02,1.465316009196e-03,-1.381076362968e-03
4.870000000000e+08,9.014462272997e-04,1.179560695531e-02,1.183000206022e-02,-1.107184822866e+01,3.634818866263e+02,3.415365867241e+02,1.461137841080e-03,-1.372921318330e-03
4.875000000000e+08,1.050569392971e-03,1.171908228147e-02,1.176607774789e-02,-1.108498134098e+01,3.655634393951e+02,3.424472861136e+02,1.456969202135e-03,-1.364838754247e-03
4.880000000000e+08,1.196109220929e-03,1.163988791047e-02,1.170118232645e-02,-1.109797437874e+01,3.676479681865e+02,3.433593622480e+02,1.452805579916e-03,-1.356826204836e-03
4.885000000000e+08,1.337920941361e-03,1.155824686726e-02,1.163542449118e-02,-1.111081606072e+01,3.697360917454e+02,3.442739514799e+02,1.448642638357e-03,-1.348880827498e-03
4.890000000000e+08,1.475876717895e-03,1.147439552907e-02,1.156892237177e-02,-1.112349541369e+01,3.718285551852e+02,3.451921584150e+02,1.444476251300e-03,-1.340999414951e-03
4.895000000000e+08,1.609866922766e-03,1.138858228510e-02,1.150180324877e-02,-1.113600184969e+01,3.739262290485e+02,3.461150441455e+02,1.440302535262e-03,-1.333178410201e-03
4.900000000000e+08,1.739801307217e-03,1.130106607628e-02,1.143420321007e-02,-1.114832524831e+01,3.760301073394e+02,3.470436144546e+02,1.436117881194e-03,-1.325413924430e-03
4.905000000000e+08,1.865610055930e-03,1.121211482317e-02,1.136626674370e-02,-1.116045604364e+01,3.781413045280e+02,3.479788080728e+02,1.431918984963e-03,-1.317701757723e-03
4.910000000000e+08,1.987244714898e-03,1.112200375090e-02,1.129814626352e-02,-1.117238531580e+01,3.802610515288e+02,3.489214850726e+02,1.427702876315e-03,-1.310037422564e-03
4.915000000000e+08,2.104678982814e-03,1.103101362130e-02,1.123000156430e-02,-1.118410488668e+01,3.823906906655e+02,3.498724154800e+02,1.423466946066e-03,-1.302416169989e-03
4.920000000000e+08,2.217909356850e-03,1.093942888324e-02,1.116199920295e-02,-1.119560741943e+01,3.845316696365e+02,3.508322681803e+02,1.419208971275e-03,-1.294833018265e-03
4.925000000000e+08,2.326955624595e-03,1.084753575290e-02,1.109431180332e-02,-1.120688652088e+01,3.866855345026e+02,3.518016001949e+02,1.414927138167e-03,-1.287282783946e-03
4.930000000000e+08,2.431861194863e-03,1.075562023695e-02,1.102711728207e-02,-1.121793684620e+01,3.888539217183e+02,3.527808463982e+02,1.410620062597e-03,-1.279760115136e-03
4.935000000000e+08,2.532693261175e-03,1.066396611187e-02,1.096059799419e-02,-1.122875420446e+01,3.910385492360e+02,3.537703097461e+02,1.406286807824e-03,-1.272259526759e-03
4.940000000000e+08,2.629542792833e-03,1.057285287366e-02,1.089493979733e-02,-1.123933566410e+01,3.932412067112e+02,3.547701520798e+02,1.401926899415e-03,-1.264775437625e-03
4.945000000000e+08,2.722524349702e-03,1.048255367259e-02,1.083033103527e-02,-1.124967965645e+01,3.954637448382e+02,3.557803855722e+02,1.397540337114e-03,-1.257302209067e-03
4.950000000000e+08,2.811775718092e-03,1.039333324805e-02,1.076696144202e-02,-1.125978607579e+01,3.977080638520e+02,3.568008648773e+02,1.393127603482e-03,-1.249834184886e-03
4.955000000000e+08,2.897457366438e-03,1.030544587904e-02,1.070502096944e-02,-1.126965637388e+01,3.999761012266e+02,3.578312800458e+02,1.388689669219e-03,-1.242365732351e-03
4.960000000000e+08,2.979751720809e-03,1.021913336590e-02,1.064469854283e-02,-1.127929364684e+01,4.022698186072e+02,3.588711502685e+02,1.384227995011e-03,-1.234891283973e-03
4.965000000000e+08,3.058862261682e-03,1.013462305907e-02,1.058618075065e-02,-1.128870271214e+01,4.045911880117e+02,3.599198185107e+02,1.379744529834e-03,-1.227405379759e-03
4.970000000000e+08,3.135012444770e-03,1.005212595065e-02,1.052965047647e-02,-1.129789017316e+01,4.069421773394e+02,3.609764470999e+02,1.375241705645e-03,-1.219902709650e-03
4.975000000000e+08,3.208444450115e-03,9.971834844266e-03,1.047528548302e-02,-1.130686446913e+01,4.093247352289e+02,3.620400143358e+02,1.370722428413e-03,-1.212378155831e-03
4.980000000000e+08,3.279417765030e-03,9.893922618626e-03,1.042325696032e-02,-1.131563590785e+01,4.117407753079e+02,3.631093121880e+02,1.366190065480e-03,-1.204826834611e-03
4.985000000000e+08,3.348207607813e-03,9.818540599575e-03,1.037372805169e-02,-1.132421667894e+01,4.141921598841e+02,3.641829451572e+02,1.361648429260e-03,-1.197244137541e-03
4.990000000000e+08,3.415103200529e-03,9.745817055091e-03,1.032685237338e-02,-1.133262084561e+01,4.166806831316e+02,3.652593303721e+02,1.357101757322e-03,-1.189625771468e-03
4.995000000000e+08,3.480405900377e-03,9.675855826873e-03,1.028277254508e-02,-1.134086431322e+01,4.192080538331e+02,3.663366990041e+02,1.352554688915e-03,-1.181967797205e-03
5.000000000000e+08,3.544427200437e-03,9.608735111498e-03,1.024161875009e-02,-1.134896477299e+01,4.217758777489e+02,3.674130990801e+02,1.348012238037e-03,-1.174266666502e-03
